"Region","ID","Species","State","ACTIVITY","LOCAL_QUALIFIER","nPlanted","nSurvived","Seedlot","Year_COMPLETED","FirstPlantingDate","LastPlantingDate","Nursery","SeedStock2023","SeedStockUnits","SeedLAT","SeedLONG","Elevation_PlantingLoc","PlantedElevation","SeedElevation"
"3","0308010000000133005","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08911090",2021,2021-09-18,2021-09-18,"LPK",8.8,"lbs",32.7866263,-105.806653,2302.35,2302.35,2741.65
"3","0308020000000121006","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08911090",2021,2021-09-18,2021-09-18,"LPK",8.8,"lbs",32.7866263,-105.806653,2440.02,2440.02,2741.65
"3","0308020000000121008","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08911090",2023,2023-08-18,2023-08-18,"LPK",8.8,"lbs",32.7866263,-105.806653,2817.83,2817.83,2741.65
"3","0308020000000121004","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08091075",2019,2019-09-30,2019-09-30,"LPK",47.15,"lbs",32.99436287,-105.5624808,2205.33,2205.33,2282.6
"3","0308010000000133006","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08091075",2022,2022-09-28,2022-09-28,"LPK",47.15,"lbs",32.99436287,-105.5624808,2384.96,2384.96,2282.6
"3","0308010000000133007","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08091075",2023,2023-08-18,2023-08-18,"LPK",47.15,"lbs",32.99436287,-105.5624808,2574.28,2574.28,2282.6
"3","0308020000000121007","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08091075",2022,2022-09-28,2022-09-28,"LPK",47.15,"lbs",32.99436287,-105.5624808,2680.11,2680.11,2282.6
"3","0308010000000133008","PIPO","NM","Plant Trees","N/A",NA,NA,"PP08191385",2024,2024-10-09,2024-10-09,"LPK",11.7,"lbs",33.3923,-105.7489,2373.38,2373.38,2583.73
"3","0308020000000121009","PIPO","NM","Plant Trees","N/A",NA,NA,"PP06880082",2024,2024-10-26,2024-10-26,"LPK",16.62,"lbs",33.44166667,-108.3166667,2314.78,2314.78,2457.21
"3","0303040040340027000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2253.96,2253.96,2373.55
"3","0303040040230001000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2341.21,2341.21,2373.55
"3","0303040040200034000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2227.19,2227.19,2373.55
"3","0303040040190026000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2351.67,2351.67,2373.55
"3","0303040040220026000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2366.47,2366.47,2373.55
"3","0303040040210024000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2364.73,2364.73,2373.55
"3","0303040040200033000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2348.26,2348.26,2373.55
"3","0303040040320009004","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2313.41,2313.41,2373.55
"3","0303040040210023000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2357.77,2357.77,2373.55
"3","0303040040220025000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03740078",2011,2011-03-23,2011-03-23,"LPK",36.12,"lbs",34.6,-106.4,2335.94,2335.94,2373.55
"3","0303040040190027000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03081072",2010,2010-08-18,2010-08-18,"LPK",49.5,"lbs",34.68,-106.37,2256.08,2256.08,2245.48
"3","0303040040190024000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03081072",2010,2010-08-16,2010-08-16,"LPK",49.5,"lbs",34.68,-106.37,2248.89,2248.89,2245.48
"3","0303040040180010000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03081072",2010,2010-08-14,2010-08-14,"LPK",49.5,"lbs",34.68,-106.37,2260.42,2260.42,2245.48
"3","0303040040170017000","PIPO","NM","Plant Trees","N/A",NA,NA,"PP03081072",2010,2010-08-12,2010-08-12,"LPK",49.5,"lbs",34.68,-106.37,2253.39,2253.39,2245.48
"3","031003VENREF2021001","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10840076",2021,2021-09-20,2021-09-20,"LPK",10.6,"lbs",35.75,-106.65,2375.35,2375.35,2348.67
"3","031003VENREF2021002","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10840076",2021,2021-09-28,2021-09-28,"LPK",10.6,"lbs",35.75,-106.65,2346.83,2346.83,2348.67
"3","031003VENREF2021004","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10840076",2021,2021-09-28,2021-09-28,"LPK",10.6,"lbs",35.75,-106.65,2310.44,2310.44,2348.67
"3","031003CERROPREFO010","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10740087",2024,2024-09-27,2024-09-27,"LPK",104.51,"lbs",35.81,-106.44,2696.5,2696.5,2606.6
"3","031003VENREF2021003","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10170382",2021,2021-09-27,2021-09-27,"LPK",19.7,"lbs",35.898739,-106.634912,2461.1,2461.1,2586.91
"3","031003VENREF2021005","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10170382",2021,2021-09-28,2021-09-28,"LPK",19.7,"lbs",35.898739,-106.634912,2441.39,2441.39,2586.91
"3","031003VENREF2021007","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10170382",2021,2021-09-29,2021-09-29,"LPK",19.7,"lbs",35.898739,-106.634912,2584.95,2584.95,2586.91
"3","031003VENREF2021006","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10170382",2021,2021-09-28,2021-09-28,"LPK",19.7,"lbs",35.898739,-106.634912,2525.36,2525.36,2586.91
"3","031003CERROPREFO003","PIPO","NM","Plant Trees","N/A",NA,NA,"PP10790089",2023,2023-09-21,2023-09-21,"LPK",49.54,"lbs",36.05,-106.65,2749.76,2749.76,2737.55
"3","030206RIOTV00005015","PIPO","NM","Plant Trees","N/A",NA,NA,"PP02917088",2023,2023-10-26,2023-10-26,"LPK",5.95,"lbs",36.823,-106.227,2826.84,2826.84,2831.87
"4","0407022000000141007","PIPO","UT","Plant Trees","N/A",NA,NA,"PP07120082",2024,2024-04-29,2024-04-29,"LPK",29.37,"lbs",37.6399,-112.6428,2492.45,2492.45,2513.84
"4","041005005153B004000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121078",2020,2020-04-29,2020-04-29,"LPK",17.47,"lbs",37.79,-109.526944,2304.37,2304.37,2481.66
"4","041005005153B001000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121078",2020,2020-04-30,2020-04-30,"LPK",17.47,"lbs",37.79,-109.526944,2365.64,2365.64,2481.66
"4","041005005153B003000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121078",2020,2020-04-30,2020-04-30,"LPK",17.47,"lbs",37.79,-109.526944,2289.68,2289.68,2481.66
"4","041005005153B005000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121078",2020,2020-04-27,2020-04-27,"LPK",17.47,"lbs",37.79,-109.526944,2300.4,2300.4,2481.66
"4","041005005153B006000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121078",2020,2020-04-28,2020-04-28,"LPK",17.47,"lbs",37.79,-109.526944,2282.71,2282.71,2481.66
"4","0410050051534001001","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10092078",2012,2012-05-10,2012-05-10,"LPK",6.67,"lbs",38.447845,-109.057355,2381.79,2381.79,2378.3
"4","0410050051814002000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10092078",2012,2012-05-11,2012-05-11,"LPK",6.67,"lbs",38.447845,-109.057355,2388.14,2388.14,2378.3
"4","0402012246200002000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02091062",2024,2024-10-26,2024-10-26,"LPK",32,"lbs",43.606203,-115.307661,1820.22,1820.22,1886.5
"4","0402031750300010000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02943041",2022,2022-05-28,2022-05-28,"LPK",1.43,"lbs",43.747247,-115.94534,1760.06,1760.06,1250.31
"4","040205175327PL21008","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02953043",2021,2021-06-08,2021-06-08,"LPK",10.1,"lbs",43.797954,-115.887746,1868.02,1868.02,1311.88
"4","0402011451100014001","PIPO","ID","Plant Trees","N/A",NA,NA,"PP0297I050",2016,2016-05-25,2016-05-25,"LPK",0.72,"lbs",43.861069,-115.729013,1655.11,1655.11,1522.3
"4","0402011451100016000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP0294F049",2021,2021-10-14,2021-10-14,"LPK",1.41,"lbs",43.893507,-115.724281,1894.95,1894.95,1506.61
"4","0402040041010374000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP0298D060",2015,2015-05-07,2015-05-07,"LPK",0.38,"lbs",43.928793,-115.506812,1837.36,1837.36,1822.81
"4","0402040041010374001","PIPO","ID","Plant Trees","N/A",NA,NA,"PP0298D060",2015,2015-05-07,2015-05-07,"LPK",0.38,"lbs",43.928793,-115.506812,1870.15,1870.15,1822.81
"4","0402031760400017000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02202443",2022,2022-05-28,2022-05-28,"LPK",54.96,"lbs",44.09498,-115.476049,1773.31,1773.31,1279.21
"4","0402031750300011000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02202443",2022,2022-05-28,2022-05-28,"LPK",54.96,"lbs",44.09498,-115.476049,1652.29,1652.29,1279.21
"4","0402031760500015000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02202443",2022,2022-05-28,2022-05-28,"LPK",54.96,"lbs",44.09498,-115.476049,1734.45,1734.45,1279.21
"4","0402031760400018000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02202443",2022,2022-05-28,2022-05-28,"LPK",54.96,"lbs",44.09498,-115.476049,1722.9,1722.9,1279.21
"4","0402031760400024000","PIPO","ID","Plant Trees","N/A",NA,NA,"PP02202443",2022,2022-05-28,2022-05-28,"LPK",54.96,"lbs",44.09498,-115.476049,1801.74,1801.74,1279.21
"4","0410050051534010000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2014,2014-05-02,2014-05-02,"LPK",5.03,"lbs",37.75,-109.6,2346.1,2346.1,2045.87
"4","041005005153A004000","PIPO","UT","Plantation Survival Survey","1ST YEAR SURVEY",47,43,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2383.06,2383.06,2045.87
"4","041005005153A005000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2327.76,2327.76,2045.87
"4","0410050051534005000","PIPO","UT","Plantation Survival Survey","1ST YEAR SURVEY",52,44,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2355.68,2355.68,2045.87
"4","0410050051534004000","PIPO","UT","Plantation Survival Survey","1ST YEAR SURVEY",40,34,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2383.04,2383.04,2045.87
"4","0410050051534003000","PIPO","UT","Plantation Survival Survey","1ST YEAR SURVEY",62,58,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2347.45,2347.45,2045.87
"4","0410050051534006000","PIPO","UT","Plantation Survival Survey","1ST YEAR SURVEY",40,25,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2334.96,2334.96,2045.87
"4","0410050051534005000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2355.68,2355.68,2045.87
"4","0410050051534006000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2334.96,2334.96,2045.87
"4","041005005153A004000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2383.06,2383.06,2045.87
"4","0410050051534004000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2383.04,2383.04,2045.87
"4","0410050051534003000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2017,2017-05-07,2017-05-07,"LPK",5.03,"lbs",37.75,-109.6,2347.45,2347.45,2045.87
"4","0410050051534008000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2018,2018-03-31,2018-03-31,"LPK",5.03,"lbs",37.75,-109.6,2303.15,2303.15,2045.87
"4","0410050051534011000","PIPO","UT","Plant Trees","N/A",NA,NA,"PP10121075",2018,2018-03-31,2018-03-31,"LPK",5.03,"lbs",37.75,-109.6,2294.49,2294.49,2045.87
"4","0412012250940014000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12061062",2024,2024-09-24,2024-09-24,"LPK",4.63,"lbs",44.839491,-116.291771,2113.59,2113.59,1845.57
"4","0412012250040009000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12061062",2024,2024-09-24,2024-09-24,"LPK",4.63,"lbs",44.839491,-116.291771,2107.26,2107.26,1845.57
"4","0412011907941054000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2020-05-13,2024-10-01,"LPK",3.44,"lbs",45.09957513,-116.565762,1203.71,1203.71,1724.97
"4","0412022210741040000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-16,2024-09-28,"LPK",3.44,"lbs",45.09957513,-116.565762,1814.21,1814.21,1724.97
"4","0412022210940053000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-25,2024-09-25,"LPK",3.44,"lbs",45.09957513,-116.565762,1763.07,1763.07,1724.97
"4","0412022213841038000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-27,2024-09-27,"LPK",3.44,"lbs",45.09957513,-116.565762,1766.6,1766.6,1724.97
"4","0412022210940054000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-25,2024-09-25,"LPK",3.44,"lbs",45.09957513,-116.565762,1706.91,1706.91,1724.97
"4","0412011907841014000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-26,2024-09-26,"LPK",3.44,"lbs",45.09957513,-116.565762,1848.56,1848.56,1724.97
"4","0412012216540025000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-30,2024-09-30,"LPK",3.44,"lbs",45.09957513,-116.565762,1568.58,1568.58,1724.97
"4","0412022210741030000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-27,2024-09-27,"LPK",3.44,"lbs",45.09957513,-116.565762,1767.58,1767.58,1724.97
"4","0412022210940051000","LAOC","ID","Plant Trees","N/A",NA,NA,"WL12913058",2024,2024-09-25,2024-09-25,"LPK",3.44,"lbs",45.09957513,-116.565762,1652.47,1652.47,1724.97
"3","0304080000000092026","ABCO","AZ","Plant Trees","N/A",NA,NA,"WF04101084",2021,2021-08-31,2021-08-31,"LPK",2.73,"lbs",34.96687,-111.512306,2611.03,2611.03,2561.8
"3","0308020000000121003","ABCO","NM","Plant Trees","N/A",NA,NA,"WF08880088",2019,2019-09-30,2019-09-30,"LPK",74.07,"lbs",32.7,-105.7,2772.72,2772.72,2584.95
"4","0402041511500001000","PIAL","ID","Plant Trees","N/A",NA,NA,"WB02154077",2018,2018-10-23,2018-10-23,"LPK",11.14,"lbs",44.418327,-116.131995,2513.04,2513.04,2343.9
"4","0412012250040009000","PIAL","ID","Plant Trees","N/A",NA,NA,"PA12210479",2024,2024-09-24,2024-09-24,"LPK",12.01,"lbs",45.23468,-116.12415,2107.26,2107.26,2446.9
"4","0412012213040002000","PIAL","ID","Plant Trees","N/A",NA,NA,"PA12210479",2024,2024-09-23,2024-09-23,"LPK",12.01,"lbs",45.23468,-116.12415,2294.38,2294.38,2446.9
"4","0412012213040001000","PIAL","ID","Plant Trees","N/A",NA,NA,"PA12210479",2024,2024-09-23,2024-09-23,"LPK",12.01,"lbs",45.23468,-116.12415,2273.75,2273.75,2446.9
"1","011604A210501006000","LAOC",NA,NA,NA,50,NA,"WL7631",NA,NA,NA,"CDA",133095,"lbs",47.143,-114.573,1178.82,1178.82,1275.85
"1","011605A280400052000","LAOC",NA,NA,NA,50,NA,"WL76317632",NA,NA,NA,"CDA",133095,"lbs",47.143,-114.573,1171,1171,1275.85
"1","011608A070500024000","LAOC",NA,NA,NA,50,NA,"WL7631",NA,NA,NA,"CDA",133095,"lbs",47.143,-114.573,1267.94,1267.94,1275.85
"1","011605A280301002000","LAOC",NA,NA,NA,19,NA,"WL7631765916NSMP",NA,NA,NA,"CDA",133095,"lbs",47.143,-114.573,1083.66,1083.66,1275.85
"1","011605A340100024000","LAOC",NA,NA,NA,50,NA,"WL7631",NA,NA,NA,"CDA",133095,"lbs",47.143,-114.573,1288.85,1288.85,1275.85
"1","011608A290300064002","LAOC",NA,NA,NA,50,NA,"WL7631",NA,NA,NA,"CDA",133095,"lbs",47.143,-114.573,1308.5,1308.5,1275.85
"1","011608A020400047000","LAOC",NA,NA,NA,50,NA,"WL762814NSMP7632",NA,NA,NA,"CDA",129227,"lbs",47.143,-114.573,1476.14,1476.14,1275.85
"1","011607A060200011001","LAOC",NA,NA,NA,50,NA,"WL7632",NA,NA,NA,"CDA",129227,"lbs",47.143,-114.573,1478.35,1478.35,1275.85
"1","011605A280400052000","LAOC",NA,NA,NA,50,NA,"WL76317632",NA,NA,NA,"CDA",129227,"lbs",47.143,-114.573,1171,1171,1275.85
"1","011603A060101003000","LAOC",NA,NA,NA,50,NA,"WL7632",NA,NA,NA,"CDA",129227,"lbs",47.143,-114.573,1334.65,1334.65,1275.85
"1","011603A090901004000","LAOC",NA,NA,NA,25,NA,"WL7632",NA,NA,NA,"CDA",129227,"lbs",47.143,-114.573,1447.13,1447.13,1275.85
"1","011603A120101009000","LAOC",NA,NA,NA,100,NA,"WL76327632",NA,NA,NA,"CDA",129227,"lbs",47.143,-114.573,1304.05,1304.05,1275.85
"1","011606A260101009000","LAOC",NA,NA,NA,50,NA,"WL7630",NA,NA,NA,"CDA",130642,"lbs",47.19,-113.576,1371.7,1371.7,1373.38
"1","011603A120101010000","LAOC",NA,NA,NA,27,NA,"WL7630",NA,NA,NA,"CDA",130642,"lbs",47.19,-113.576,1273.49,1273.49,1373.38
"1","011606A250201003000","LAOC",NA,NA,NA,50,NA,"WL7630",NA,NA,NA,"CDA",130642,"lbs",47.19,-113.576,1386.16,1386.16,1373.38
"1","011606A320101001000","LAOC",NA,NA,NA,50,NA,"WL7630",NA,NA,NA,"CDA",130642,"lbs",47.19,-113.576,1325.71,1325.71,1373.38
"1","011606A330201000000","LAOC",NA,NA,NA,50,NA,"WL7630",NA,NA,NA,"CDA",130642,"lbs",47.19,-113.576,1525.74,1525.74,1373.38
"1","011001A010300124000","LAOC",NA,NA,NA,50,NA,"WL765916SMP7639",NA,NA,NA,"CDA",133408,"lbs",47.19,-113.576,1374.55,1374.55,1373.38
"1","011004A620200150000","LAOC",NA,NA,NA,36,NA,"WL7639762814NSMP",NA,NA,NA,"CDA",133408,"lbs",47.19,-113.576,1358.89,1358.89,1373.38
"1","011004A620200213000","LAOC",NA,NA,NA,28,NA,"WL7639",NA,NA,NA,"CDA",133408,"lbs",47.19,-113.576,1342.13,1342.13,1373.38
"1","011004A620200222000","LAOC",NA,NA,NA,23,NA,"WL7639",NA,NA,NA,"CDA",133408,"lbs",47.19,-113.576,1312.37,1312.37,1373.38
"1","011001A020700033000","LAOC",NA,NA,NA,33,NA,"WL7639",NA,NA,NA,"CDA",133408,"lbs",47.19,-113.576,1378.05,1378.05,1373.38
"1","011404A530400263000","LAOC",NA,NA,NA,16,NA,"WL766716",NA,NA,NA,"CDA",95694,"lbs",47.49331,-114.91038,1405.26,1405.26,749.25
"1","011404A530400262000","LAOC",NA,NA,NA,21,NA,"WL766716",NA,NA,NA,"CDA",95694,"lbs",47.49331,-114.91038,1450.13,1450.13,749.25
"1","011407A130300074000","LAOC",NA,NA,NA,20,NA,"WL7234",NA,NA,NA,"CDA",137409,"lbs",47.75337,-115.5352,921.61,921.61,881.1
"1","011407A330100086000","LAOC",NA,NA,NA,6,NA,"WL7234",NA,NA,NA,"CDA",137409,"lbs",47.75337,-115.5352,965.13,965.13,881.1
"1","011407A270700025000","LAOC",NA,NA,NA,15,NA,"WL6861",NA,NA,NA,"CDA",115124,"lbs",47.84038,-115.6421,856.84,856.84,829.98
"1","011407A220600052000","LAOC",NA,NA,NA,6,NA,"WL69497244",NA,NA,NA,"CDA",121215,"lbs",47.82587,-115.7491,1060.9,1060.9,1241
"1","011407A330100089000","LAOC",NA,NA,NA,10,NA,"WL7244",NA,NA,NA,"CDA",121215,"lbs",47.82587,-115.7491,979.18,979.18,1241
"1","011407A180400031000","LAOC",NA,NA,NA,6,NA,"WL7244",NA,NA,NA,"CDA",121215,"lbs",47.82587,-115.7491,1395.88,1395.88,1241
"1","011407A180400031000","LAOC",NA,NA,NA,27,NA,"WL7244",NA,NA,NA,"CDA",121215,"lbs",47.82587,-115.7491,1395.88,1395.88,1241
"1","011404A140100160000","LAOC",NA,NA,NA,26,NA,"WL7230",NA,NA,NA,"CDA",120603,"lbs",48.01077,-115.6849,808.33,808.33,1116.74
"1","011404A400500163000","LAOC",NA,NA,NA,23,NA,"WL7230",NA,NA,NA,"CDA",120603,"lbs",48.01077,-115.6849,777.46,777.46,1116.74
"1","011404A050500125000","LAOC",NA,NA,NA,18,NA,"WL7230",NA,NA,NA,"CDA",120603,"lbs",48.01077,-115.6849,864.76,864.76,1116.74
"1","011407A310600101000","LAOC",NA,NA,NA,23,NA,"WL7230",NA,NA,NA,"CDA",120603,"lbs",48.01077,-115.6849,992.38,992.38,1116.74
"1","011708A080600040000","LAOC",NA,NA,NA,50,NA,"WL7553",NA,NA,NA,"CDA",117510,"lbs",45.70647,-115.9885,1451.83,1451.83,1539.33
"1","011704A190100105000","LAOC",NA,NA,NA,50,NA,"WL755975537732",NA,NA,NA,"CDA",117510,"lbs",45.70647,-115.9885,1567.42,1567.42,1539.33
"1","011608A050500019001","LAOC",NA,NA,NA,50,NA,"WL7628",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1034.71,1034.71,909.75
"1","011606A310201001001","LAOC",NA,NA,NA,50,NA,"WL762814NSMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1697.05,1697.05,909.75
"1","011608A020400047000","LAOC",NA,NA,NA,50,NA,"WL762814NSMP7632",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1476.14,1476.14,909.75
"1","011606A290101010000","LAOC",NA,NA,NA,50,NA,"WL7628NSMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1830.62,1830.62,909.75
"1","011606A330101001000","LAOC",NA,NA,NA,50,NA,"WL762818",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1700.27,1700.27,909.75
"1","011001A050200092000","LAOC",NA,NA,NA,50,NA,"WL765916SMP7638762814SMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1616.56,1616.56,909.75
"1","011607A610100008001","LAOC",NA,NA,NA,45,NA,"WL1191762814NSMP7638L",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1670.33,1670.33,909.75
"1","011607A610100046000","LAOC",NA,NA,NA,45,NA,"WL1191762814NSMP7638L",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1615.64,1615.64,909.75
"1","011004A610100250000","LAOC",NA,NA,NA,14,NA,"WL762814NSMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1813.73,1813.73,909.75
"1","011008A040100062002","LAOC",NA,NA,NA,50,NA,"WL762814NSMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1610.65,1610.65,909.75
"1","011004A620200150000","LAOC",NA,NA,NA,36,NA,"WL7639762814NSMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1358.89,1358.89,909.75
"1","011008A320100076001","LAOC",NA,NA,NA,25,NA,"WL762814SMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1737.98,1737.98,909.75
"1","011008A320100100001","LAOC",NA,NA,NA,33,NA,"WL762814SMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1658.94,1658.94,909.75
"1","011008A290200058002","LAOC",NA,NA,NA,21,NA,"WL762815NSMP7637",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1597.63,1597.63,909.75
"1","011606A220101021000","LAOC",NA,NA,NA,50,NA,"WL762815P2SMP762814P2SMP",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1912.65,1912.65,909.75
"1","010301A070100317000","LAOC",NA,NA,NA,50,NA,"WL762814",NA,NA,NA,"CDA",92645,"lbs",48.1034,-114.1054,1781.71,1781.71,909.75
"1","011404A510100320000","LAOC",NA,NA,NA,12,NA,"WL765912",NA,NA,NA,"CDA",114024,"lbs",48.1034,-114.1054,941.9,941.9,909.75
"1","011404A530400265000","LAOC",NA,NA,NA,35,NA,"WL765912",NA,NA,NA,"CDA",114024,"lbs",48.1034,-114.1054,975.34,975.34,909.75
"1","011404A540100154000","LAOC",NA,NA,NA,19,NA,"WL765912",NA,NA,NA,"CDA",114024,"lbs",48.1034,-114.1054,894.18,894.18,909.75
"1","011404A510100302000","LAOC",NA,NA,NA,63,NA,"WL765912",NA,NA,NA,"CDA",114024,"lbs",48.1034,-114.1054,823.51,823.51,909.75
"1","011004A610200210000","LAOC",NA,NA,NA,18,NA,"WL765912",NA,NA,NA,"CDA",114024,"lbs",48.1034,-114.1054,1479.67,1479.67,909.75
"1","011004A610200210000","LAOC",NA,NA,NA,31,NA,"WL765912",NA,NA,NA,"CDA",114024,"lbs",48.1034,-114.1054,1479.67,1479.67,909.75
"1","011605A280301001000","LAOC",NA,NA,NA,3,NA,"WL7575765916NSMP",NA,NA,NA,"CDA",121280,"lbs",48.1034,-114.1054,1052.55,1052.55,909.75
"1","011605A280301002000","LAOC",NA,NA,NA,19,NA,"WL7631765916NSMP",NA,NA,NA,"CDA",121280,"lbs",48.1034,-114.1054,1083.66,1083.66,909.75
"1","011001A050200092000","LAOC",NA,NA,NA,50,NA,"WL765916SMP7638762814SMP",NA,NA,NA,"CDA",106978,"lbs",48.1034,-114.1054,1616.56,1616.56,NA
"1","011001A010300124000","LAOC",NA,NA,NA,50,NA,"WL765916SMP7639",NA,NA,NA,"CDA",106978,"lbs",47.19,-113.576,1374.55,1374.55,NA
"1","011008A320100202000","LAOC",NA,NA,NA,37,NA,"WL765916SMP7638",NA,NA,NA,"CDA",106978,"lbs",48.1034,-114.1054,1528.73,1528.73,NA
